Domain Code,Domain,Area Code (M49),Area,Year Code,Year,Item Code,Item,Months Code,Months,Element Code,Element,Unit,Value,Flag,Flag Description,Note
"CP","Consumer Price Indices","360","Indonesia","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","108.837306","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","113.993991","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","114.150255","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","113.837728","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","114.072123","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","115.087834","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","116.103544","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","114.775307","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","112.900149","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","113.134544","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","113.368939","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","115.009702","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","116.103544","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","114.775307","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","113.525202","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","113.759597","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","114.384649","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","115.087834","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","115.322228","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","115.634755","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","115.947281","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","116.494202","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","116.806729","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","117.119255","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","120.471124","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","121.608717","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","120.016087","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","121.836236","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","121.494958","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","122.063755","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","121.15368","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","120.129846","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","119.674809","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","120.016087","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","121.039921","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","122.86007","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","123.883904","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","123.997663","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","124.452701","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","124.680219","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","125.135256","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","124.338941","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","124.452701","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","124.111423","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","123.542626","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","123.656385","X","Figure from external organization","base year is 2015"
